aarti_id,line_no,section,original,translit_roman,meaning_en,meaning_hi,meaning_mr,meaning_gu,meaning_pa,meaning_bn,meaning_ta,meaning_te,meaning_kn,meaning_ml,notes,original_true_script
A024,12,verse 2,श्री बाँकेबिहारी तेरी आरती गाऊँ,Shri Banke-Bihari teri aarti gaun,"Shri Banke Bihari, I sing your aarti","श्री बाँके बिहारी, मैं तेरी आरती गाऊँ","श्री बाँकेबिहारी, मी तुझी आरती गातो","શ્રી બાંકેબિહારી, હું તારી આરતી ગાઉં","ਸ਼੍ਰੀ ਬਾਂਕੇਬਿਹਾਰੀ, ਮੈਂ ਤੇਰੀ ਆਰਤੀ ਗਾਵਾਂ","শ্রীবাঁকেবিহারী, আমি তোমার আরতি গাই","ஸ்ரீ பாங்கேபிஹாரி, உன் ஆரத்தியைப் பாடுகிறேன்","శ్రీ బాంకేబిహారీ, నీ ఆరతిని పాడతాను","ಶ್ರೀ ಬಾಂಕೆಬಿಹಾರಿ, ನಿನ್ನ ಆರತಿಯನ್ನು ಹಾಡುತ್ತೇನೆ","ശ്രീ ബാങ്കേബിഹാരി, നിന്റെ ആരതി പാടുന്നു",,NA
A024,13,verse 3,दास अनाथ के नाथ आप हो,Das anath ke Nath aap ho,you are the lord of your helpless servants,आप अनाथ दासों के नाथ हैं,आपण अनाथ दासांचे नाथ आहात,આપ અનાથ દાસોના નાથ છો,ਆਪ ਅਨਾਥ ਦਾਸਾਂ ਦੇ ਨਾਥ ਹੋ,আপনি অনাথ দাসদের নাথ,தன்னந்தனிமையான அடியவர்களின் தலைவர் நீங்களே,అనాథ దాసుల నాథుడు మీరే,ಅನಾಥ ದಾಸರ ನಾಥ ನೀವೇ,അനാഥരായ ദാസരുടെ നാഥൻ അങ്ങാണ്,,NA
A024,14,verse 3,दुःख सुख जीवन प्यारे साथ हो,Duhkh sukh jivan pyare sath ho,"in life's sorrow and joy, dear one, you are with us","जीवन के दुःख-सुख में, प्यारे, आप साथ हैं","जीवनाच्या दुःख-सुखात, प्रिय, आपण सोबत आहात","જીવનનાં દુઃખ-સુખમાં, પ્યારે, આપ સાથે છો","ਜੀਵਨ ਦੇ ਦੁੱਖ-ਸੁਖ ਵਿੱਚ, ਪਿਆਰੇ, ਆਪ ਨਾਲ ਹੋ","জীবনের দুঃখ-সুখে, প্রিয়, তুমি সঙ্গে আছ","வாழ்வின் இன்ப துன்பங்களில், அன்பே, நீங்கள் உடனிருக்கிறீர்","జీవితపు కష్టసుఖాలలో, ప్రియా, మీరు తోడుగా ఉన్నారు","ಜೀವನದ ಸುಖ-ದುಃಖಗಳಲ್ಲಿ, ಪ್ರಿಯ, ನೀವು ಜೊತೆಗಿದ್ದೀರಿ","ജീവിതത്തിന്റെ ദുഃഖസുഖങ്ങളിൽ, പ്രിയാ, അങ്ങ് കൂടെയുണ്ട്",,NA
A024,15,verse 3,हरि चरणों में शीश नवाऊँ,Hari charanon mein shish navaun,I bow my head at Hari's feet,मैं हरि के चरणों में शीश नवाऊँ,मी हरीच्या चरणी मस्तक नमवतो,હું હરિના ચરણોમાં શિર નમાવું,ਮੈਂ ਹਰੀ ਦੇ ਚਰਨਾਂ ਵਿੱਚ ਸਿਰ ਝੁਕਾਵਾਂ,আমি হরির চরণে শির নত করি,ஹரியின் திருவடியில் தலை வணங்குகிறேன்,హరి పాదాలకు శిరసు వంచుతాను,ಹರಿಯ ಪಾದಗಳಲ್ಲಿ ಶಿರ ಬಾಗುತ್ತೇನೆ,ഹരിയുടെ പാദങ്ങളിൽ ശിരസ്സ് നമിക്കുന്നു,Variant: shish jhukaun (thedivineindia.com),NA
A024,16,verse 3,श्री बाँकेबिहारी तेरी आरती गाऊँ,Shri Banke-Bihari teri aarti gaun,"Shri Banke Bihari, I sing your aarti","श्री बाँके बिहारी, मैं तेरी आरती गाऊँ","श्री बाँकेबिहारी, मी तुझी आरती गातो","શ્રી બાંકેબિહારી, હું તારી આરતી ગાઉં","ਸ਼੍ਰੀ ਬਾਂਕੇਬਿਹਾਰੀ, ਮੈਂ ਤੇਰੀ ਆਰਤੀ ਗਾਵਾਂ","শ্রীবাঁকেবিহারী, আমি তোমার আরতি গাই","ஸ்ரீ பாங்கேபிஹாரி, உன் ஆரத்தியைப் பாடுகிறேன்","శ్రీ బాంకేబిహారీ, నీ ఆరతిని పాడతాను","ಶ್ರೀ ಬಾಂಕೆಬಿಹಾರಿ, ನಿನ್ನ ಆರತಿಯನ್ನು ಹಾಡುತ್ತೇನೆ","ശ്രീ ബാങ്കേബിഹാരി, നിന്റെ ആരതി പാടുന്നു",,NA
A024,17,verse 4,श्री हरि दास के प्यारे तुम हो,Shri Hari Das ke pyare tum ho,you are the beloved of Shri Haridas,आप श्री हरिदास के प्यारे हैं,आपण श्री हरिदासांचे प्रिय आहात,આપ શ્રી હરિદાસના પ્યારા છો,ਆਪ ਸ਼੍ਰੀ ਹਰੀਦਾਸ ਦੇ ਪਿਆਰੇ ਹੋ,আপনি শ্রীহরিদাসের প্রিয়,ஸ்ரீ ஹரிதாஸின் அன்பே நீங்கள்,శ్రీ హరిదాసుకు ప్రియులు మీరే,ಶ್ರೀ ಹರಿದಾಸರ ಪ್ರಿಯ ನೀವೇ,ശ്രീ ഹരിദാസിന്റെ പ്രിയൻ അങ്ങാണ്,,NA
A024,18,verse 4,मेरे मोहन जीवन धन हो,Mere Mohan jivan dhan ho,"my Mohan, you are the treasure of my life","मेरे मोहन, आप मेरे जीवन के धन हैं","माझ्या मोहना, आपण माझ्या जीवनाचे धन आहात","મારા મોહન, આપ મારા જીવનનું ધન છો","ਮੇਰੇ ਮੋਹਨ, ਆਪ ਮੇਰੇ ਜੀਵਨ ਦਾ ਧਨ ਹੋ","আমার মোহন, তুমি আমার জীবনের ধন","என் மோகனா, நீங்களே என் வாழ்வின் செல்வம்","నా మోహనా, మీరే నా జీవిత ధనం","ನನ್ನ ಮೋಹನ, ನೀವೇ ನನ್ನ ಜೀವನದ ಧನ","എന്റെ മോഹനാ, അങ്ങാണ് എന്റെ ജീവിതത്തിന്റെ ധനം",,NA
A024,19,verse 4,देखि युगल छवि बलि-बलि जाऊँ,Dekhi yugal chhavi bali-bali jaun,"beholding the beauty of the divine pair, I offer myself again and again",युगल छवि देखकर मैं बलि-बलि जाऊँ,युगल छवी पाहून मी वारंवार ओवाळून टाकतो,યુગલ છવિ જોઈ હું વારંવાર બલિહારી જાઉં,ਜੁਗਲ ਛਵੀ ਵੇਖ ਕੇ ਮੈਂ ਵਾਰ-ਵਾਰ ਬਲਿਹਾਰ ਜਾਵਾਂ,যুগল ছবি দেখে আমি বারবার বলিহারি যাই,இணையர் அழகைக் கண்டு மீண்டும் மீண்டும் என்னை அர்ப்பணிக்கிறேன்,యుగళ రూపాన్ని చూసి మాటిమాటికీ నన్ను అంకితం చేస్తాను,ಯುಗಳ ಛವಿಯನ್ನು ಕಂಡು ಮತ್ತೆಮತ್ತೆ ಸಮರ್ಪಿತನಾಗುತ್ತೇನೆ,യുഗള രൂപം കണ്ട് വീണ്ടും വീണ്ടും സമർപ്പിതനാകുന്നു,,NA
A024,20,verse 4,श्री बाँकेबिहारी तेरी आरती गाऊँ,Shri Banke-Bihari teri aarti gaun,"Shri Banke Bihari, I sing your aarti","श्री बाँके बिहारी, मैं तेरी आरती गाऊँ","श्री बाँकेबिहारी, मी तुझी आरती गातो","શ્રી બાંકેબિહારી, હું તારી આરતી ગાઉં","ਸ਼੍ਰੀ ਬਾਂਕੇਬਿਹਾਰੀ, ਮੈਂ ਤੇਰੀ ਆਰਤੀ ਗਾਵਾਂ","শ্রীবাঁকেবিহারী, আমি তোমার আরতি গাই","ஸ்ரீ பாங்கேபிஹாரி, உன் ஆரத்தியைப் பாடுகிறேன்","శ్రీ బాంకేబిహారీ, నీ ఆరతిని పాడతాను","ಶ್ರೀ ಬಾಂಕೆಬಿಹಾರಿ, ನಿನ್ನ ಆರತಿಯನ್ನು ಹಾಡುತ್ತೇನೆ","ശ്രീ ബാങ്കേബിഹാരി, നിന്റെ ആരതി പാടുന്നു",,NA
A024,21,verse 5,आरती गाऊँ प्यारे तुमको रिझाऊँ,Aarti gaun pyare tumako rijhaun,"I sing the aarti, beloved, to delight you","आरती गाऊँ, प्यारे, तुमको रिझाऊँ","आरती गातो, प्रिय, तुला प्रसन्न करतो","આરતી ગાઉં, પ્યારે, તમને રીઝવું","ਆਰਤੀ ਗਾਵਾਂ, ਪਿਆਰੇ, ਤੈਨੂੰ ਰਿਝਾਵਾਂ","আরতি গাই, প্রিয়, তোমাকে সন্তুষ্ট করি","ஆரத்தி பாடுகிறேன், அன்பே, உன்னை மகிழ்விக்கிறேன்","ఆరతి పాడతాను, ప్రియా, నిన్ను సంతోషపెడతాను","ಆರತಿ ಹಾಡುತ್ತೇನೆ, ಪ್ರಿಯ, ನಿನ್ನನ್ನು ಸಂತೋಷಪಡಿಸುತ್ತೇನೆ","ആരതി പാടുന്നു, പ്രിയാ, നിന്നെ സന്തോഷിപ്പിക്കുന്നു",,NA
A024,22,verse 5,हे गिरिधरी तेरी आरती गाऊँ,He Giridhari teri aarti gaun,"O Giridhari, I sing your aarti","हे गिरिधारी, मैं तेरी आरती गाऊँ","हे गिरिधारी, मी तुझी आरती गातो","હે ગિરિધારી, હું તારી આરતી ગાઉં","ਹੇ ਗਿਰਿਧਾਰੀ, ਮੈਂ ਤੇਰੀ ਆਰਤੀ ਗਾਵਾਂ","হে গিরিধারী, আমি তোমার আরতি গাই","ஹே கிரிதாரி, உன் ஆரத்தியைப் பாடுகிறேன்","ఓ గిరిధారీ, నీ ఆరతిని పాడతాను","ಓ ಗಿರಿಧಾರಿ, ನಿನ್ನ ಆರತಿಯನ್ನು ಹಾಡುತ್ತೇನೆ","ഹേ ഗിരിധാരി, നിന്റെ ആരതി പാടുന്നു",,NA
A024,23,verse 5,श्री श्यामसुन्दर तेरी आरती गाऊँ,Shri Shyamsundar teri aarti gaun,"Shri Shyamsundar, I sing your aarti","श्री श्यामसुन्दर, मैं तेरी आरती गाऊँ","श्री श्यामसुंदर, मी तुझी आरती गातो","શ્રી શ્યામસુંદર, હું તારી આરતી ગાઉં","ਸ਼੍ਰੀ ਸ਼੍ਯਾਮਸੁੰਦਰ, ਮੈਂ ਤੇਰੀ ਆਰਤੀ ਗਾਵਾਂ","শ্রীশ্যামসুন্দর, আমি তোমার আরতি গাই","ஸ்ரீ ஷ்யாம்சுந்தர், உன் ஆரத்தியைப் பாடுகிறேன்","శ్రీ శ్యామసుందర్, నీ ఆరతిని పాడతాను","ಶ್ರೀ ಶ್ಯಾಮಸುಂದರ, ನಿನ್ನ ಆರತಿಯನ್ನು ಹಾಡುತ್ತೇನೆ","ശ്രീ ശ്യാംസുന്ദർ, നിന്റെ ആരതി പാടുന്നു",,NA
A024,24,closing,श्री बाँकेबिहारी तेरी आरती गाऊँ,Shri Banke-Bihari teri aarti gaun,"Shri Banke Bihari, I sing your aarti","श्री बाँके बिहारी, मैं तेरी आरती गाऊँ","श्री बाँकेबिहारी, मी तुझी आरती गातो","શ્રી બાંકેબિહારી, હું તારી આરતી ગાઉં","ਸ਼੍ਰੀ ਬਾਂਕੇਬਿਹਾਰੀ, ਮੈਂ ਤੇਰੀ ਆਰਤੀ ਗਾਵਾਂ","শ্রীবাঁকেবিহারী, আমি তোমার আরতি গাই","ஸ்ரீ பாங்கேபிஹாரி, உன் ஆரத்தியைப் பாடுகிறேன்","శ్రీ బాంకేబిహారీ, నీ ఆరతిని పాడతాను","ಶ್ರೀ ಬಾಂಕೆಬಿಹಾರಿ, ನಿನ್ನ ಆರತಿಯನ್ನು ಹಾಡುತ್ತೇನೆ","ശ്രീ ബാങ്കേബിഹാരി, നിന്റെ ആരതി പാടുന്നു",,NA
A025,1,verse 1,जय जय आरती वेणु गोपाला,Jaya jaya aarti Venu Gopala,"Glory, glory, aarti to Venu Gopala","जय जय, वेणु गोपाल की आरती","जय जय, वेणुगोपालाची आरती","જય જય, વેણુ ગોપાલની આરતી","ਜੈ ਜੈ, ਵੇਣੂ ਗੋਪਾਲ ਦੀ ਆਰਤੀ","জয় জয়, বেণু গোপালের আরতি","வெற்றி வெற்றி, வேணு கோபாலருக்கு ஆரத்தி","జయ జయ, వేణు గోపాలునికి ఆరతి","ಜಯ ಜಯ, ವೇಣು ಗೋಪಾಲನಿಗೆ ಆರತಿ","വിജയം വിജയം, വേണു ഗോപാലന് ആരതി",Telugu-origin pan-deity aarti; Kartikeya in stanza 8 only,NA
A025,2,verse 1,वेणु गोपाला वेणु लोला,Venu Gopala venu lola,"Venu Gopala, who delights in the flute","वेणु गोपाल, बंशी में रमने वाले","वेणुगोपाल, बासरीत रमणारे","વેણુ ગોપાલ, વાંસળીમાં રમનાર","ਵੇਣੂ ਗੋਪਾਲ, ਬੰਸਰੀ ਵਿੱਚ ਰਮਣ ਵਾਲੇ","বেণু গোপাল, বাঁশিতে বিভোর","வேணு கோபாலர், புல்லாங்குழலில் இன்புறுபவர்","వేణు గోపాలుడు, మురళిలో రమించేవాడు","ವೇಣು ಗೋಪಾಲ, ಕೊಳಲಿನಲ್ಲಿ ರಮಿಸುವವನು","വേണു ഗോപാലൻ, ഓടക്കുഴലിൽ ആനന്ദിക്കുന്നവൻ",,NA
A025,3,verse 1,पाप विदुरा नवनीत चोरा,Pap vidura navanita chora,"remover of sins, the stealer of butter","पापों को दूर करने वाले, नवनीत (माखन) चोर","पापांचा नाश करणारे, नवनीत (लोणी) चोर","પાપ દૂર કરનાર, નવનીત (માખણ) ચોર","ਪਾਪ ਦੂਰ ਕਰਨ ਵਾਲੇ, ਮੱਖਣ ਚੋਰ","পাপনাশক, নবনীত (মাখন) চোর","பாவம் நீக்குபவர், வெண்ணெய் திருடன்","పాపాలను తొలగించేవాడు, వెన్న దొంగ","ಪಾಪ ನಿವಾರಕ, ಬೆಣ್ಣೆ ಕಳ್ಳ","പാപം അകറ്റുന്നവൻ, വെണ്ണ കള്ളൻ",,NA
A025,4,verse 2,जय जय आरती वेंकटरमणा,Jaya jaya aarti Venkatharamana,"Glory, glory, aarti to Venkataramana","जय जय, वेंकटरमण की आरती","जय जय, वेंकटरमणाची आरती","જય જય, વેંકટરમણની આરતી","ਜੈ ਜੈ, ਵੇਂਕਟਰਮਣ ਦੀ ਆਰਤੀ","জয় জয়, ভেঙ্কটরমণের আরতি","வெற்றி வெற்றி, வேங்கடரமணருக்கு ஆரத்தி","జయ జయ, వేంకటరమణునికి ఆరతి","ಜಯ ಜಯ, ವೆಂಕಟರಮಣನಿಗೆ ಆರತಿ","വിജയം വിജയം, വേങ്കടരമണന് ആരതി",,NA
A025,5,verse 2,वेंकटरमणा संकटहरणा,Venkatharamana sankata-harana,"Venkataramana, remover of troubles","वेंकटरमण, संकट हरने वाले","वेंकटरमण, संकट हरणारे","વેંકટરમણ, સંકટ હરનાર","ਵੇਂਕਟਰਮਣ, ਸੰਕਟ ਹਰਨ ਵਾਲੇ","ভেঙ্কটরমণ, সংকটহারী","வேங்கடரமணர், துன்பம் நீக்குபவர்","వేంకటరమణుడు, సంకటాలు హరించేవాడు","ವೆಂಕಟರಮಣ, ಸಂಕಟ ಹರಿಸುವವನು","വേങ്കടരമണൻ, സങ്കടം അകറ്റുന്നവൻ",,NA
A025,6,verse 2,सीता राम राधे श्याम,Sita Ram Radhe Shyam,"Sita-Ram, Radhe-Shyam","सीता-राम, राधे-श्याम","सीता-राम, राधे-श्याम","સીતા-રામ, રાધે-શ્યામ","ਸੀਤਾ-ਰਾਮ, ਰਾਧੇ-ਸ਼੍ਯਾਮ","সীতা-রাম, রাধে-শ্যাম","சீதா-ராம், ராதே-ஷ்யாம்","సీతా-రామ, రాధే-శ్యామ","ಸೀತಾ-ರಾಮ, ರಾಧೇ-ಶ್ಯಾಮ","സീതാ-രാം, രാധേ-ശ്യാം",,NA
A025,7,verse 3,जय जय आरती गौरी मनोहर,Jaya jaya aarti Gauri Manohar,"Glory, glory, aarti to Gauri Manohar","जय जय, गौरी मनोहर की आरती","जय जय, गौरी मनोहराची आरती","જય જય, ગૌરી મનોહરની આરતી","ਜੈ ਜੈ, ਗੌਰੀ ਮਨੋਹਰ ਦੀ ਆਰਤੀ","জয় জয়, গৌরী মনোহরের আরতি","வெற்றி வெற்றி, கௌரி மனோகருக்கு ஆரத்தி","జయ జయ, గౌరీ మనోహరునికి ఆరతి","ಜಯ ಜಯ, ಗೌರಿ ಮನೋಹರನಿಗೆ ಆರತಿ","വിജയം വിജയം, ഗൗരി മനോഹരന് ആരതി",,NA
A025,8,verse 3,गौरी मनोहर भवानी शंकर,Gauri Manohar Bhavani Shankar,"Gauri Manohar, Bhavani and Shankar","गौरी मनोहर, भवानी और शंकर","गौरी मनोहर, भवानी आणि शंकर","ગૌરી મનોહર, ભવાની અને શંકર","ਗੌਰੀ ਮਨੋਹਰ, ਭਵਾਨੀ ਅਤੇ ਸ਼ੰਕਰ","গৌরী মনোহর, ভবানী ও শঙ্কর","கௌரி மனோகர், பவானி, சங்கரர்","గౌరీ మనోహర, భవాని, శంకరుడు","ಗೌರಿ ಮನೋಹರ, ಭವಾನಿ ಮತ್ತು ಶಂಕರ","ഗൗരി മനോഹർ, ഭവാനി, ശങ്കരൻ",,NA
A025,9,verse 3,सदाशिव उमा महेश्वर,Sadashiv Uma Maheshvar,"Sadashiva, Uma and Maheshwara","सदाशिव, उमा और महेश्वर","सदाशिव, उमा आणि महेश्वर","સદાશિવ, ઉમા અને મહેશ્વર","ਸਦਾਸ਼ਿਵ, ਉਮਾ ਅਤੇ ਮਹੇਸ਼ਵਰ","সদাশিব, উমা ও মহেশ্বর","சதாசிவன், உமா, மகேஸ்வரர்","సదాశివ, ఉమా, మహేశ్వరుడు","ಸದಾಶಿವ, ಉಮಾ ಮತ್ತು ಮಹೇಶ್ವರ","സദാശിവൻ, ഉമ, മഹേശ്വരൻ",,NA
A025,10,verse 4,जय जय आरती राज राजेश्वरि,Jaya jaya aarti Raja Rajeshvari,"Glory, glory, aarti to Raja Rajeshwari","जय जय, राज राजेश्वरी की आरती","जय जय, राज राजेश्वरीची आरती","જય જય, રાજ રાજેશ્વરીની આરતી","ਜੈ ਜੈ, ਰਾਜ ਰਾਜੇਸ਼ਵਰੀ ਦੀ ਆਰਤੀ","জয় জয়, রাজ রাজেশ্বরীর আরতি","வெற்றி வெற்றி, ராஜ ராஜேஸ்வரிக்கு ஆரத்தி","జయ జయ, రాజ రాజేశ్వరికి ఆరతి","ಜಯ ಜಯ, ರಾಜ ರಾಜೇಶ್ವರಿಗೆ ಆರತಿ","വിജയം വിജയം, രാജ രാജേശ്വരിക്ക് ആരതി",,NA
A025,11,verse 4,राज राजेश्वरि त्रिपुरसुन्दरि,Raja Rajeshvari Tripurasundari,"Raja Rajeshwari, Tripurasundari","राज राजेश्वरी, त्रिपुरसुन्दरी","राज राजेश्वरी, त्रिपुरसुंदरी","રાજ રાજેશ્વરી, ત્રિપુરસુંદરી","ਰਾਜ ਰਾਜੇਸ਼ਵਰੀ, ਤ੍ਰਿਪੁਰਸੁੰਦਰੀ","রাজ রাজেশ্বরী, ত্রিপুরসুন্দরী","ராஜ ராஜேஸ்வரி, திரிபுரசுந்தரி","రాజ రాజేశ్వరి, త్రిపురసుందరి","ರಾಜ ರಾಜೇಶ್ವರಿ, ತ್ರಿಪುರಸುಂದರಿ","രാജ രാജേശ്വരി, ത്രിപുരസുന്ദരി",,NA
A025,12,verse 4,महा सरस्वती महा लक्ष्मी,Maha Sarasvati Maha Lakshmi,"Maha Saraswati, Maha Lakshmi","महा सरस्वती, महा लक्ष्मी","महा सरस्वती, महा लक्ष्मी","મહા સરસ્વતી, મહા લક્ષ્મી","ਮਹਾਂ ਸਰਸਵਤੀ, ਮਹਾਂ ਲਕਸ਼ਮੀ","মহা সরস্বতী, মহা লক্ষ্মী","மகா சரஸ்வதி, மகா லட்சுமி","మహా సరస్వతి, మహా లక్ష్మి","ಮಹಾ ಸರಸ್ವತಿ, ಮಹಾ ಲಕ್ಷ್ಮಿ","മഹാ സരസ്വതി, മഹാ ലക്ഷ്മി",,NA
A025,13,verse 4,महा काली महा लक्ष्मी,Maha Kali Maha Lakshmi,"Maha Kali, Maha Lakshmi","महा काली, महा लक्ष्मी","महा काली, महा लक्ष्मी","મહા કાળી, મહા લક્ષ્મી","ਮਹਾਂ ਕਾਲੀ, ਮਹਾਂ ਲਕਸ਼ਮੀ","মহা কালী, মহা লক্ষ্মী","மகா காளி, மகா லட்சுமி","మహా కాళి, మహా లక్ష్మి","ಮಹಾ ಕಾಳಿ, ಮಹಾ ಲಕ್ಷ್ಮಿ","മഹാ കാളി, മഹാ ലക്ഷ്മി",,NA
A025,14,verse 5,जय जय आरती आन्जनेय,Jaya jaya aarti Anjaneya,"Glory, glory, aarti to Anjaneya","जय जय, आंजनेय की आरती","जय जय, आंजनेयाची आरती","જય જય, આંજનેયની આરતી","ਜੈ ਜੈ, ਆਂਜਨੇਯ ਦੀ ਆਰਤੀ","জয় জয়, আঞ্জনেয়ের আরতি","வெற்றி வெற்றி, ஆஞ்சநேயருக்கு ஆரத்தி","జయ జయ, ఆంజనేయునికి ఆరతి","ಜಯ ಜಯ, ಆಂಜನೇಯನಿಗೆ ಆರತಿ","വിജയം വിജയം, ആഞ്ജനേയന് ആരതി",,NA
A025,15,verse 5,आन्जनेय हनुमन्ता,Anjaneya Hanumanta,"Anjaneya, Hanuman","आंजनेय, हनुमान","आंजनेय, हनुमान","આંજનેય, હનુમાન","ਆਂਜਨੇਯ, ਹਨੂਮਾਨ","আঞ্জনেয়, হনুমান","ஆஞ்சநேயர், அனுமன்","ఆంజనేయుడు, హనుమంతుడు","ಆಂಜನೇಯ, ಹನುಮಂತ","ആഞ്ജനേയൻ, ഹനുമാൻ",,NA
A025,16,verse 6,जय जय आरती दत्तात्रेय,Jaya jaya aarti Dattatreya,"Glory, glory, aarti to Dattatreya","जय जय, दत्तात्रेय की आरती","जय जय, दत्तात्रेयाची आरती","જય જય, દત્તાત્રેયની આરતી","ਜੈ ਜੈ, ਦੱਤਾਤ੍ਰੇਯ ਦੀ ਆਰਤੀ","জয় জয়, দত্তাত্রেয়ের আরতি","வெற்றி வெற்றி, தத்தாத்ரேயருக்கு ஆரத்தி","జయ జయ, దత్తాత్రేయునికి ఆరతి","ಜಯ ಜಯ, ದತ್ತಾತ್ರೇಯನಿಗೆ ಆರತಿ","വിജയം വിജയം, ദത്താത്രേയന് ആരതി",,NA
A025,17,verse 6,दत्तात्रेय त्रिमूर्ति अवतार,Dattatreya Trimurti avatar,"Dattatreya, incarnation of the Trimurti","दत्तात्रेय, त्रिमूर्ति के अवतार","दत्तात्रेय, त्रिमूर्तीचे अवतार","દત્તાત્રેય, ત્રિમૂર્તિના અવતાર","ਦੱਤਾਤ੍ਰੇਯ, ਤ੍ਰਿਮੂਰਤੀ ਦੇ ਅਵਤਾਰ","দত্তাত্রেয়, ত্রিমূর্তির অবতার","தத்தாத்ரேயர், மும்மூர்த்திகளின் அவதாரம்","దత్తాత్రేయుడు, త్రిమూర్తుల అవతారం","ದತ್ತಾತ್ರೇಯ, ತ್ರಿಮೂರ್ತಿಗಳ ಅವತಾರ","ദത്താത്രേയൻ, ത്രിമൂർത്തികളുടെ അവതാരം",,NA
A025,18,verse 7,जय जय आरती सिद्धि विनायक,Jaya jaya aarti Siddhi Vinayak,"Glory, glory, aarti to Siddhi Vinayaka","जय जय, सिद्धि विनायक की आरती","जय जय, सिद्धिविनायकाची आरती","જય જય, સિદ્ધિ વિનાયકની આરતી","ਜੈ ਜੈ, ਸਿੱਧੀ ਵਿਨਾਯਕ ਦੀ ਆਰਤੀ","জয় জয়, সিদ্ধি বিনায়কের আরতি","வெற்றி வெற்றி, சித்தி விநாயகருக்கு ஆரத்தி","జయ జయ, సిద్ధి వినాయకునికి ఆరతి","ಜಯ ಜಯ, ಸಿದ್ಧಿ ವಿನಾಯಕನಿಗೆ ಆರತಿ","വിജയം വിജയം, സിദ്ധി വിനായകന് ആരതി",,NA
A025,19,verse 7,सिद्धि विनायक श्री गणेश,Siddhi Vinayak Shri Ganesh,"Siddhi Vinayaka, Shri Ganesha","सिद्धि विनायक, श्री गणेश","सिद्धिविनायक, श्री गणेश","સિદ્ધિ વિનાયક, શ્રી ગણેશ","ਸਿੱਧੀ ਵਿਨਾਯਕ, ਸ਼੍ਰੀ ਗਣੇਸ਼","সিদ্ধি বিনায়ক, শ্রীগণেশ","சித்தி விநாயகர், ஸ்ரீ கணேசர்","సిద్ధి వినాయక, శ్రీ గణేశ","ಸಿದ್ಧಿ ವಿನಾಯಕ, ಶ್ರೀ ಗಣೇಶ","സിദ്ധി വിനായകൻ, ശ്രീ ഗണേശൻ",,NA
A025,20,verse 8,जय जय आरती सुब्रह्मण्य,Jaya jaya aarti Subrahmanya,"Glory, glory, aarti to Subrahmanya","जय जय, सुब्रह्मण्य की आरती","जय जय, सुब्रह्मण्याची आरती","જય જય, સુબ્રહ્મણ્યની આરતી","ਜੈ ਜੈ, ਸੁਬ੍ਰਹਮਣ੍ਯ ਦੀ ਆਰਤੀ","জয় জয়, সুব্রহ্মণ্যের আরতি","வெற்றி வெற்றி, சுப்பிரமணியருக்கு ஆரத்தி","జయ జయ, సుబ్రహ్మణ్యునికి ఆరతి","ಜಯ ಜಯ, ಸುಬ್ರಹ್ಮಣ್ಯನಿಗೆ ಆರತಿ","വിജയം വിജയം, സുബ്രഹ്മണ്യന് ആരതി",Primary Kartikeya stanza,NA
A025,21,verse 8,सुब्रह्मण्य कार्तिकेय,Subrahmanya Kartikeyah,"Subrahmanya, Kartikeya","सुब्रह्मण्य, कार्तिकेय","सुब्रह्मण्य, कार्तिकेय","સુબ્રહ્મણ્ય, કાર્તિકેય","ਸੁਬ੍ਰਹਮਣ੍ਯ, ਕਾਰਤਿਕੇਯ","সুব্রহ্মণ্য, কার্তিকেয়","சுப்பிரமணியர், கார்த்திகேயர்","సుబ్రహ్మణ్యుడు, కార్తికేయుడు","ಸುಬ್ರಹ್ಮಣ್ಯ, ಕಾರ್ತಿಕೇಯ","സുബ്രഹ്മണ്യൻ, കാർത്തികേയൻ",,NA
A026,1,refrain,जय देव जय देव जय श्री गुरुदत्ता,Jay dev jay dev jay Shri Gurudatta,"Victory, victory to you, O Shri Gurudatta","जय देव जय देव, जय श्री गुरुदत्त","जय देव जय देव, जय श्री गुरुदत्ता","જય દેવ જય દેવ, જય શ્રી ગુરુદત્ત","ਜੈ ਦੇਵ ਜੈ ਦੇਵ, ਜੈ ਸ਼੍ਰੀ ਗੁਰੂਦੱਤ","জয় দেব জয় দেব, জয় শ্রীগুরুদত্ত","வெற்றி வெற்றி, ஸ்ரீ குருதத்தரே","జయ దేవ జయ దేవ, జయ శ్రీ గురుదత్తా","ಜಯ ದೇವ ಜಯ ದೇವ, ಜಯ ಶ್ರೀ ಗುರುದತ್ತ","വിജയം വിജയം, ജയ ശ്രീ ഗുരുദത്താ",Marathi; attrib. Sant Eknath ~16th c; bhanita Eka Janardani,NA
