aarti_id,line_no,section,original,translit_roman,meaning_en,meaning_hi,meaning_mr,meaning_gu,meaning_pa,meaning_bn,meaning_ta,meaning_te,meaning_kn,meaning_ml,notes,original_true_script
C010,15,chaupai,सृष्टि बीज जग जननि भवानी । कालरात्रि वरदा कल्याणी ॥,sṛṣṭi bīja jaga janani bhavānī | kālarātri varadā kalyāṇī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,16,chaupai,ब्रह्मा विष्णु रुद्र सुर जेते । तुम सों पावें सुरता तेते ॥,brahmā viṣṇu rudra sura jete | tuma soṃ pāveṃ suratā tete ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,17,chaupai,तुम भक्तन की भकत तुम्हारे । जननिहिं पुत्र प्राण ते प्यारे ॥,tuma bhaktana kī bhakata tumhāre | jananihiṃ putra prāṇa te pyāre ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,18,chaupai,महिमा अपरम्पार तुम्हारी । जय जय जय त्रिपदा भयहारी ॥,mahimā aparampāra tumhārī | jaya jaya jaya tripadā bhayahārī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,19,chaupai,पूरित सकल ज्ञान विज्ञाना । तुम सम अधिक न जगमे आना ॥,pūrita sakala jñāna vijñānā | tuma sama adhika na jagame ānā ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,20,chaupai,तुमहिं जानि कछु रहै न शेषा । तुमहिं पाय कछु रहै न कलेसा ॥,tumahiṃ jāni kachu rahai na śeṣā | tumahiṃ pāya kachu rahai na kalesā ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,21,chaupai,जानत तुमहिं तुमहिं है जाई । पारस परसि कुधातु सुहाई ॥,jānata tumahiṃ tumahiṃ hai jā_ī | pārasa parasi kudhātu suhā_ī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,22,chaupai,तुम्हरी शक्ति दिपै सब ठाई । माता तुम सब ठौर समाई ॥,tumharī śakti dipai saba ṭhā_ī | mātā tuma saba ṭhaura samā_ī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,23,chaupai,ग्रह नक्षत्र ब्रह्माण्ड घनेरे । सब गतिवान तुम्हारे प्रेरे ॥,graha nakṣatra brahmāṇḍa ghanere | saba gativāna tumhāre prere ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,24,chaupai,सकल सृष्टि की प्राण विधाता । पालक पोषक नाशक त्राता ॥,sakala sṛṣṭi kī prāṇa vidhātā | pālaka poṣaka nāśaka trātā ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,25,chaupai,मातेश्वरी दया व्रत धारी । तुम सन तरे पातकी भारी ॥,māteśvarī dayā vrata dhārī | tuma sana tare pātakī bhārī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,26,chaupai,जापर कृपा तुम्हारी होई । तापर कृपा करें सब कोई ॥,jāpara kṛpā tumhārī ho_ī | tāpara kṛpā kareṃ saba ko_ī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,27,chaupai,मंद बुद्धि ते बुधि बल पावें । रोगी रोग रहित हो जावें ॥,maṃda buddhi te budhi bala pāveṃ | rogī roga rahita ho jāveṃ ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,28,chaupai,दरिद्र मिटै कटै सब पीरा । नाशै दूःख हरै भव भीरा ॥,daridra miṭai kaṭai saba pīrā | nāśai dūḥkha harai bhava bhīrā ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,29,chaupai,गृह क्लेश चित चिन्ता भारी । नासै गायत्री भय हारी ॥,gṛha kleśa cita cintā bhārī | nāsai gāyatrī bhaya hārī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,30,chaupai,सन्तति हीन सुसन्तति पावें । सुख संपति युत मोद मनावें ॥,santati hīna susantati pāveṃ | sukha saṃpati yuta moda manāveṃ ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,31,chaupai,भूत पिशाच सबै भय खावें । यम के दूत निकट नहिं आवें ॥,bhūta piśāca sabai bhaya khāveṃ | yama ke dūta nikaṭa nahiṃ āveṃ ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,32,chaupai,जे सधवा सुमिरें चित ठाई । अछत सुहाग सदा शुबदाई ॥,je sadhavā sumireṃ cita ṭhā_ī | achata suhāga sadā śubadā_ī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,33,chaupai,घर वर सुख प्रद लहैं कुमारी । विधवा रहें सत्य व्रत धारी ॥,ghara vara sukha prada lahaiṃ kumārī | vidhavā raheṃ satya vrata dhārī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,34,chaupai,जयति जयति जगदंब भवानी । तुम सम थोर दयालु न दानी ॥,jayati jayati jagadaṃba bhavānī | tuma sama thora dayālu na dānī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,35,chaupai,जो सद्गुरु सो दीक्षा पावे । सो साधन को सफल बनावे ॥,jo sadguru so dīkṣā pāve | so sādhana ko saphala banāve ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,36,chaupai,सुमिरन करे सुरूयि बडभागी । लहै मनोरथ गृही विरागी ॥,sumirana kare surūyi baḍabhāgī | lahai manoratha gṛhī virāgī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,37,chaupai,अष्ट सिद्धि नवनिधि की दाता । सब समर्थ गायत्री माता ॥,aṣṭa siddhi navanidhi kī dātā | saba samartha gāyatrī mātā ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,38,chaupai,ऋषि मुनि यती तपस्वी योगी । आरत अर्थी चिन्तित भोगी ॥,ṛṣi muni yatī tapasvī yogī | ārata arthī cintita bhogī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,39,chaupai,जो जो शरण तुम्हारी आवें । सो सो मन वांछित फल पावें ॥,jo jo śaraṇa tumhārī āveṃ | so so mana vāṃchita phala pāveṃ ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,40,chaupai,बल बुधि विद्या शील स्वभाओ । धन वैभव यश तेज उछाओ ॥,bala budhi vidyā śīla svabhā_o | dhana vaibhava yaśa teja uchā_o ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,41,chaupai,सकल बढें उपजें सुख नाना । जे यह पाठ करै धरि ध्याना ॥,sakala baḍheṃ upajeṃ sukha nānā | je yaha pāṭha karai dhari dhyānā ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C010,42,doha,यह चालीसा भक्ति युत पाठ करै जो कोई । तापर कृपा प्रसन्नता गायत्री की होय ॥,yaha cālīsā bhakti yuta pāṭha karai jo ko_ī | tāpara kṛpā prasannatā gāyatrī kī hoya ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (gayatrii40.itx, transliterated/proofread by Sunder Hattangadi, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Source numbers verses 1-40 using period markers rather than danda; doha/chaupai section boundaries here are an editorial judgement (verses 1-2 read as bija-mantra invocation, verse 41 unnumbered continuation, closing line as phalashruti doha) since the source itself does not label sections. reviewed=no until checked against sung versions.",NA
C020,1,doha,"मनु मय त्वष्टा विश्वकर्मा, शिल्प कर्म आधार । तीन लोक चौदह भुवन, करनी का विस्तार ॥","manu maya tvaṣṭā viśvakarmā, śilpa karma ādhāra | tīna loka caudaha bhuvana, karanī kā vistāra ||",,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
C020,2,soratha,"प्रत्न सुपर्ण महाराज, सनग सनातन अहिभून । शिल्पन के सरताज, आदि शिल्प के गुरु तुम ॥","pratna suparṇa mahārāja, sanaga sanātana ahibhūna | śilpana ke saratāja, ādi śilpa ke guru tuma ||",,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
C020,3,chaupai,जगत गुरु जग ईश पियारे । विश्वकर्मा महाराज हमारे ॥,jagata guru jaga īśa piyāre | viśvakarmā mahārāja hamāre ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
C020,4,chaupai,देव दनुज सबके दुख टारे । दीनन के तुम हो रखवारे ॥,deva danuja sabake dukha ṭāre | dīnana ke tuma ho rakhavāre ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
C020,5,chaupai,"जल, थल, पर्वत और अकाशा । चान्द सूर्य नित करहिं प्रकाशा ॥","jala, thala, parvata aura akāśā | cānda sūrya nita karahiṃ prakāśā ||",,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
C020,6,chaupai,नाथ तुम्हारी अद्भुत करनी । महिमा अमित जाहि नहिं बरनी ॥,nātha tumhārī adbhuta karanī | mahimā amita jāhi nahiṃ baranī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
C020,7,chaupai,सृष्टि आदि कर्ता हो स्वामी । बार बार है तुम्हें नमामी ॥,sṛṣṭi ādi kartā ho svāmī | bāra bāra hai tumheṃ namāmī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
C020,8,chaupai,भव निधि पड़े बहुत दुख पाये । सब तजि शरन तुम्हारी आये ॥,bhava nidhi par̤e bahuta dukha pāye | saba taji śarana tumhārī āye ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
C020,9,chaupai,जप तप भजन न होय गोसाईम् । बन्धे कीट मर्कट की नाईम् ॥,japa tapa bhajana na hoya gosāīm | bandhe kīṭa markaṭa kī nāīm ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
C020,10,chaupai,बन्धन छोर हमें अपनाओ । निज चरणों का दास बनाओ ॥,bandhana chora hameṃ apanāo | nija caraṇoṃ kā dāsa banāo ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
C020,11,chaupai,जयति जयति विश्वकर्मा स्वामी । मम उर बसहु नाथ विज्ञानी ॥,jayati jayati viśvakarmā svāmī | mama ura basahu nātha vijñānī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
C020,12,chaupai,सुमिरन भजन तुम्हारा भावै । बुरे कर्म से मन हट जावै ॥,sumirana bhajana tumhārā bhāvai | bure karma se mana haṭa jāvai ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
C020,13,chaupai,साधु सन्त के तुम रखवारे । भक्त जनन के प्राण पियारे ॥,sādhu santa ke tuma rakhavāre | bhakta janana ke prāṇa piyāre ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
C020,14,chaupai,स्वारथ वश तब भक्ति बिसारी । नाथ पड़ा हूं शरण तुम्हारी ॥,svāratha vaśa taba bhakti bisārī | nātha par̤ā hūṃ śaraṇa tumhārī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
C020,15,chaupai,तुमहिं भजै अक्षय सुख पावै । जन्म जन्म के दुःख बिनसावै ॥,tumahiṃ bhajai akṣaya sukha pāvai | janma janma ke duḥkha binasāvai ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
C020,16,chaupai,पुरवहु नाथ मनोरथ मोरा । मन क्रम वचन दास मैं तोरा ॥,puravahu nātha manoratha morā | mana krama vacana dāsa maiṃ torā ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
C020,17,chaupai,एक लालसा यही हमारी । केवल भक्ती चहौं तिहारी ॥,eka lālasā yahī hamārī | kevala bhaktī cahauṃ tihārī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
C020,18,chaupai,मङ्गल करन अमङ्गल हारी । त्रिभुवन महिमा विदित तुम्हारी ॥,maṅgala karana amaṅgala hārī | tribhuvana mahimā vidita tumhārī ||,,,,,,,,,,,"Draft: original text sourced from sanskritdocuments.org (vishvakarmAchAlisA.itx, proofread by Divya KS and Jagannardtha Rao, PD volunteer transcription), 2026-07-14. Transliterated via indic_transliteration (ITRANS to Devanagari/IAST). Includes an opening soraTha verse (a distinct meter) between the doha and the chaupai body, preserved as its own section per the source. reviewed=no until checked against sung versions.",NA
